Date,Type,Area,Furnished,Latitude,Longitude,Rental
2022-04,4-room,105.0,yes,1.40304334411889,103.74558981715,1600
2021-09,5 room,110.0,yes,1.44753390062501,103.81789234547,2100
2021-12,4 room,84.0,yes,1.41742722691875,103.831588869701,2950
2021-10,4 room,102.0,yes,1.33684922199185,103.881141512065,2500
2023-06,4-room,93.0,yes,1.40507911812904,103.90670598777,3800
2023-07,5-room,116.0,yes,1.39296180675514,103.899291409001,3700
2022-06,4-room,98.0,yes,1.43459992009659,103.837409471332,2200
2021-03,3 room,65.0,yes,1.32723388955932,103.922217484759,2300
2021-10,4 room,91.0,yes,1.37890791374409,103.838602654716,2300
2021-09,5 room,121.0,yes,1.34701742106562,103.849986659939,2750
2021-11,3 room,67.0,yes,1.31165973523805,103.761761494233,1600
2023-04,4-room,93.0,yes,1.43010019275338,103.833117595994,3700
2021-03,4 room,90.0,yes,1.38934424778155,103.903081571286,2500
2021-06,5 room,120.0,yes,1.43292772923161,103.796012763361,1750
2021-06,3 room,76.0,yes,1.32488916644196,103.920246730461,2000
2022-12,4-room,93.0,yes,1.43262267614989,103.836318733123,3150
2021-01,5 room,110.0,yes,1.33607703951673,103.705050161682,2950
2022-06,4-room,91.0,yes,1.33454683171677,103.845077697814,3700
2021-03,3 room,69.0,yes,1.39109783626622,103.875166223525,1200
2022-06,2-room,45.0,yes,1.37469423247424,103.836462867365,2200
2021-10,3 room,59.0,yes,1.33188000305479,103.932389359044,1900
2022-12,3-room,74.0,yes,1.3344146057866,103.86869426623,2400
2021-08,4 room,85.0,yes,1.32643686024316,103.941850926144,2200
2022-12,3-room,68.0,yes,1.3729419359545,103.852866402032,3250
2021-09,3 room,64.0,yes,1.37088142433204,103.884050940213,1250
2021-05,3 room,75.0,yes,1.34980832347153,103.949577963482,2150
2023-07,4-room,92.0,yes,1.32378355041705,103.7385183842,3450
2021-12,5 room,122.0,yes,1.42448626001165,103.832251391777,2850
2021-03,4 room,106.0,yes,1.33048096275076,103.886579205764,2400
2021-03,4 room,85.0,yes,1.38482207165437,103.761181895733,2200
2022-04,3-room,65.0,yes,1.34205287411841,103.84939599719,2000
2023-05,3-room,65.0,yes,1.34227486030317,103.848050268781,2600
2021-06,4 room,104.0,yes,1.39402626918013,103.744121086614,1850
2021-12,5 room,110.0,yes,1.38295233185929,103.897862620782,2200
2022-01,3-room,68.0,yes,1.37043722990379,103.847515505343,2300
2021-04,5 room,115.0,yes,1.44100430753825,103.807223345894,2500
2023-07,4-room,96.0,yes,1.35874143844472,103.872227097734,4100
2021-12,5 room,117.0,yes,1.3144512993879,103.769564479655,2100
2021-05,3 room,67.0,yes,1.33575723665506,103.856789628423,1600
2023-07,4-room,103.0,yes,1.34014998251696,103.689146387922,4000
2021-02,3 room,73.0,yes,1.3486056231626,103.939564083361,1700
2022-03,5-room,117.0,yes,1.32388371941336,103.867864793507,2400
2022-08,5-room,132.0,yes,1.2850573150069,103.82381200726,3800
2021-12,3 room,59.0,yes,1.34725100297379,103.710014454331,2850
2022-09,4-room,82.0,yes,1.3061709751728,103.850106451656,4200
2022-09,4-room,84.0,yes,1.3599840040253,103.749882092542,3800
2021-08,3 room,67.0,yes,1.43773146039956,103.794135764157,2500
2021-09,3 room,82.0,yes,1.3281683000397,103.938917890645,2000
2023-04,5-room,114.0,yes,1.39581664336507,103.900930171269,2100
2021-05,4 room,93.0,yes,1.41796651351006,103.843458679904,2750
2023-02,3-room,64.0,yes,1.42352948870847,103.831871895752,3350
2022-03,3-room,74.0,yes,1.35140999298197,103.723600768486,1800
2021-10,4 room,91.0,yes,1.27425274045994,103.812429094644,2200
2023-06,3-room,67.0,yes,1.32041601736618,103.942732310081,1800
2021-04,4 room,100.0,yes,1.37908544061279,103.737542449427,1900
2022-01,3-room,70.0,yes,1.3652661423815,103.844538059044,1950
2023-04,5-room,124.0,yes,1.33717651448577,103.852543124537,3700
2023-05,5-room,119.0,yes,1.33214280816285,103.933720223574,2200
2022-10,4-room,106.0,yes,1.35151849772357,103.887577515817,2750
2021-03,3 room,60.0,yes,1.27390144581321,103.839417299226,2500
2021-11,4 room,90.0,yes,1.32149903397958,103.738982186646,1900
2021-12,3 room,65.0,yes,1.34625797211644,103.715154716629,2300
2022-11,5-room,127.0,yes,1.38830517444057,103.742322678004,3800
2022-09,4-room,92.0,yes,1.36706933818888,103.847902498352,3450
2023-06,4-room,101.0,yes,1.34049924755742,103.720198495698,3150
2023-03,4-room,103.0,yes,1.33622198644093,103.88110329747,3700
2023-03,3-room,74.0,yes,1.36538422642267,103.852966961527,2600
2022-06,4-room,92.0,yes,1.38257935947972,103.897225252377,2400
2021-01,5 room,123.0,yes,1.32036659168877,103.943667906986,2300
2021-03,3 room,59.0,yes,1.27037951175815,103.823235972289,1900
2022-10,5-room,110.0,yes,1.39977425428162,103.906849841015,3150
2021-05,4 room,103.0,yes,1.34753919206552,103.947675427986,2400
2021-09,3 room,73.0,yes,1.35061228147276,103.939397414558,2300
2022-02,4-room,92.0,yes,1.36408620030202,103.856692408941,2300
2021-12,5 room,121.0,yes,1.3478462316134,103.853549587529,2550
2022-07,3-room,67.0,yes,1.36706142659908,103.888077255516,1600
2021-03,5 room,122.0,yes,1.34384901678586,103.6935080903,1900
2021-08,5 room,120.0,yes,1.32408464111823,103.86859054805,2500
2022-10,3-room,76.0,yes,1.27140883340015,103.810887524155,3350
2022-01,5-room,121.0,yes,1.4290771173101,103.792255895354,2200
2022-06,4-room,92.0,yes,1.39333357053438,103.889000192919,1900
2022-12,5-room,121.0,yes,1.44492996516645,103.792273754548,3700
2023-06,5-room,121.0,yes,1.3337138280505,103.845233136341,4700
2021-01,3 room,67.0,yes,1.34873337819665,103.753174278473,1750
2021-07,5 room,123.0,yes,1.41882571984677,103.833376368777,2100
2022-03,3-room,67.0,yes,1.30714774352277,103.759628391282,1800
2022-04,4-room,88.0,yes,1.30743646519275,103.78362947863,2500
2021-01,4 room,100.0,yes,1.38454226730659,103.767683903715,1900
2022-07,4-room,84.0,yes,1.32147847826862,103.940721046918,2850
2021-01,4 room,97.0,yes,1.37020344042146,103.834687722549,1950
2023-02,4-room,93.0,yes,1.37893748878497,103.883857081014,3250
2021-01,4 room,101.0,yes,1.43272193932997,103.796846435522,1600
2022-10,4-room,104.0,yes,1.35597309080357,103.890478116124,3450
2023-05,5-room,116.0,yes,1.28095771309777,103.809440153696,4200
2023-03,5-room,135.0,yes,1.35854600390716,103.847127313784,3150
2021-03,5 room,120.0,yes,1.36334651886138,103.834839633876,2300
2021-01,3 room,82.0,yes,1.35107329077378,103.945003856886,1850
2023-01,4-room,91.0,yes,1.33454683171677,103.845077697814,4200
2021-07,4 room,103.0,yes,1.34958659802717,103.727240365566,2100
2022-04,4-room,100.0,yes,1.2870165287153,103.816374778847,2200
2022-11,5-room,115.0,yes,1.28156873918268,103.80773165728,3800
2022-04,4-room,91.0,yes,1.33503645745879,103.919311961318,2250
2022-02,3-room,74.0,yes,1.42654968667614,103.847265134763,1600
2023-06,3-room,60.0,yes,1.3522210432368,103.753979892768,2500
2022-06,3-room,68.0,yes,1.31344800902909,103.765483715647,3150
2021-12,4 room,114.0,yes,1.38023204003435,103.937566462309,2000
2021-07,5 room,122.0,yes,1.34575482659138,103.957268859643,2400
2021-08,5 room,121.0,yes,1.4225317123525,103.832185532563,2250
2021-11,5 room,126.0,yes,1.35409826800948,103.958266922353,2100
2021-08,3 room,67.0,yes,1.33889493784685,103.73855509854,1900
2022-03,3-room,68.0,yes,1.44315121142693,103.775164777049,1600
2021-03,4 room,98.0,yes,1.43459992009659,103.837409471332,2000
2023-02,3-room,73.0,yes,1.34771697477219,103.742831711054,2000
2023-06,3-room,73.0,yes,1.37821371288758,103.751983012288,3150
2022-07,3-room,74.0,yes,1.37127865145519,103.835766565741,2700
2021-05,4 room,93.0,yes,1.31489619639366,103.764423054189,3450
2022-06,4-room,84.0,yes,1.43883122583239,103.789589257706,2750
2022-10,4-room,85.0,yes,1.29209690708572,103.804229821165,3150
2021-12,4 room,84.0,yes,1.35424006743426,103.869821831929,2350
2021-01,4 room,104.0,yes,1.37961096389848,103.741537948984,2100
2022-12,4-room,104.0,yes,1.38215613071495,103.900711925224,2750
2022-02,3-room,67.0,yes,1.43435351509231,103.837919538203,2100
2022-11,3-room,67.0,yes,1.31770281154049,103.769076731999,2950
2023-06,5-room,122.0,yes,1.38193097430224,103.745583043297,3450
2023-03,4-room,107.0,yes,1.35188042673512,103.96311373702,4000
2023-03,4-room,98.0,yes,1.32258854750628,103.769176205799,2950
2021-10,3 room,67.0,yes,1.33889493784685,103.73855509854,1350
2022-12,5-room,127.0,yes,1.35542753409621,103.951447223791,4000
2022-01,3-room,67.0,yes,1.32843797727643,103.723795893377,3050
2021-12,3 room,65.0,yes,1.3306720968474,103.84191793174,2200
2021-08,4 room,92.0,yes,1.32668601317692,103.941272008827,2400
2021-12,4 room,94.0,yes,1.32499916612366,103.934234380089,2850
2022-01,3-room,57.0,yes,1.32742994958168,103.885681564016,1950
2021-11,4 room,98.0,yes,1.36835858820173,103.847745828569,2700
2023-02,3-room,67.0,yes,1.4310017618816,103.83246849055,1800
2023-06,5-room,110.0,yes,1.43014040629208,103.795835240178,2200
2021-01,3 room,64.0,yes,1.35444891059602,103.874262060745,2150
2022-09,3-room,68.0,yes,1.37939470300077,103.839157232686,2600
2022-02,5-room,136.0,yes,1.43186873584732,103.84124225015,2200
2022-04,5-room,124.0,yes,1.35698439301277,103.935887361779,2300
2021-02,5 room,110.0,yes,1.40368580815325,103.751581291592,1900
2021-04,4 room,104.0,yes,1.3771713742984,103.895401018469,2100
2021-04,4 room,91.0,yes,1.33365754294799,103.916804692739,1950
2021-06,4 room,93.0,yes,1.40136967502358,103.913191563768,1900
2021-02,3 room,82.0,yes,1.31456210565181,103.76253024021,1950
2022-08,4-room,106.0,yes,1.4430200355746,103.787915783822,2350
2023-05,4-room,88.0,yes,1.35836507850491,103.954080977461,3700
2023-05,4-room,90.0,yes,1.27442604746069,103.839671514269,4200
2021-06,4 room,95.0,yes,1.39522162663414,103.904808624541,1900
2021-12,3 room,67.0,yes,1.31966316716168,103.769139839665,1900
2023-07,3-room,60.0,yes,1.29091128182876,103.803120797076,2100
2021-04,5 room,119.0,yes,1.3310599731551,103.930041392882,2350
2022-01,4-room,84.0,yes,1.32190663617287,103.939847213862,1900
2021-01,5 room,118.0,yes,1.36485017561712,103.752161772499,2500
2021-09,3 room,68.0,yes,1.294801401498,103.854467487996,2500
2023-07,5-room,121.0,yes,1.38592297021226,103.764613546083,3700
2023-02,3-room,67.0,yes,1.36830996981351,103.853600305664,2800
2021-10,4 room,100.0,yes,1.4448677578465,103.801173705124,2600
2022-05,3-room,65.0,yes,1.31782374680828,103.88007758537,1800
2023-07,4-room,84.0,yes,1.42470239952978,103.833949786818,3900
2021-06,4 room,100.0,yes,1.28652962097246,103.833163087554,3150
2021-04,5 room,132.0,yes,1.34537150466414,103.691869630974,1900
2022-12,4-room,87.0,yes,1.28633684743341,103.829204757258,3800
2021-04,5 room,121.0,yes,1.31836321447687,103.769846484274,3150
2023-07,3-room,67.0,yes,1.31251199282409,103.763268844666,4100
2021-03,5 room,123.0,yes,1.3144810967637,103.87045800931,3100
2021-07,4 room,91.0,yes,1.34439825029258,103.701663520064,2300
2023-02,3-room,68.0,yes,1.36694793518613,103.857487648675,2950
2023-07,4-room,93.0,yes,1.27728367741324,103.806916176715,4700
2022-06,5-room,110.0,yes,1.34563047616405,103.705038025438,3900
2022-01,3-room,64.0,yes,1.41649875808134,103.831578419935,1800
2021-01,4 room,100.0,yes,1.3561725371375,103.937479923002,1900
2022-01,3-room,73.0,yes,1.36514126911853,103.8487041858,2850
2023-03,3-room,58.0,yes,1.28789877031281,103.828203629292,2600
2023-04,4-room,89.0,yes,1.37664719414577,103.886771607076,3350
2023-06,5-room,124.0,yes,1.4020008434176,103.746684850931,2200
2023-06,3-room,82.0,yes,1.33224981185032,103.915868711978,1700
2021-10,5 room,124.0,yes,1.43417410308188,103.792397305065,1900
2022-11,5-room,111.0,yes,1.34285868951136,103.958258733447,4000
2022-03,4-room,95.0,yes,1.29438213198317,103.805560246494,3200
2021-06,3 room,74.0,yes,1.3344146057866,103.86869426623,2200
2021-07,5 room,122.0,yes,1.28761342749689,103.812272124073,2500
2023-03,3-room,67.0,yes,1.33833133395207,103.845737117132,1050
2022-12,4-room,100.0,yes,1.2870165287153,103.816374778847,2600
2021-09,3 room,65.0,yes,1.27790984713898,103.822535843622,2100
2021-03,3 room,64.0,yes,1.3483624977313,103.850897052933,1950
2021-11,4 room,103.0,yes,1.33714403979137,103.928433830286,2100
2021-07,4 room,98.0,yes,1.34610499318053,103.740825524725,2000
2021-03,5 room,110.0,yes,1.33664220672947,103.697989689004,2100
2023-07,3-room,67.0,yes,1.36346600647245,103.856702918462,2300
2021-04,4 room,103.0,yes,1.40297792988038,103.747753040275,2100
2022-08,4-room,92.0,yes,1.39183903140814,103.887995878385,2600
2021-11,5 room,128.0,yes,1.37414901860681,103.943539735181,2100
2022-01,3-room,67.0,yes,1.30484423498146,103.76110706384,1900
2022-08,3-room,60.0,yes,1.28419353816159,103.845985856933,2750
2022-02,4-room,91.0,yes,1.38070883044887,103.835368226602,2200
2021-12,3 room,67.0,yes,1.3700965375834,103.837687766047,2250
2021-07,4 room,90.0,yes,1.38900121148939,103.892763307705,2300
2021-08,5 room,113.0,yes,1.39624516914488,103.907087268008,1750
2021-08,3 room,65.0,yes,1.30340547617434,103.909734447292,1800
2022-11,5-room,110.0,yes,1.33685014192095,103.702313572487,2850
2021-02,3 room,67.0,yes,1.36834606813391,103.837196046409,1850
2022-08,5-room,110.0,yes,1.33574398654101,103.6957768604,2100
2022-10,4-room,93.0,yes,1.3857519775168,103.894255028725,2600
2021-09,4 room,98.0,yes,1.37207665479505,103.841947733195,1250
2022-12,2-room,47.0,yes,1.43809963308743,103.804429883799,2550
2022-02,5-room,122.0,yes,1.39076215487922,103.905195828794,2600
2022-09,3-room,70.0,yes,1.31234447247543,103.869898299245,2950
2021-03,4 room,103.0,yes,1.33295993404917,103.909904762523,2100
2023-04,3-room,59.0,yes,1.3061849004873,103.796881195835,2950
2023-05,4-room,98.0,yes,1.3665990830055,103.846874423696,4200
2021-04,4 room,105.0,yes,1.37449376842352,103.958958334109,2400
2023-06,3-room,74.0,yes,1.33327648926162,103.866110230586,3350
2023-03,3-room,67.0,yes,1.33578791220733,103.847991955843,3050
2022-07,5-room,112.0,yes,1.39951250463624,103.909752732647,2000
2023-04,3-room,67.0,yes,1.32846031138004,103.723287795397,3100
2023-03,4-room,93.0,yes,1.40348053779097,103.907117403756,4000
2023-07,5-room,110.0,yes,1.39847059579432,103.90776934521,3800
2023-03,4-room,104.0,yes,1.34752649765261,103.935183992573,3250
2021-03,3 room,70.0,yes,1.37024462107298,103.87082295041,2200
2022-03,4-room,103.0,yes,1.35000951618749,103.746499580095,1700
2023-03,3-room,74.0,yes,1.42924779338166,103.845192240134,3150
2022-03,4-room,102.0,yes,1.34421030208672,103.759205458315,1800
2022-01,5-room,121.0,yes,1.34962013436358,103.75643213653,2300
2022-01,3-room,65.0,yes,1.34625797211644,103.715154716629,1450
2022-12,5-room,110.0,yes,1.31361422747897,103.871604373826,4500
2022-03,3-room,65.0,yes,1.31010302594118,103.788545950724,2750
2021-05,3 room,67.0,yes,1.36569241524537,103.855097870221,1900
2022-06,4-room,105.0,yes,1.41645129453248,103.836741138472,2750
2022-04,3-room,68.0,yes,1.39595291069106,103.8815041411,2600
2021-04,3 room,73.0,yes,1.3761666118542,103.772207125572,1700
2022-02,3-room,67.0,yes,1.32797877350561,103.925804792632,2200
2023-05,4-room,91.0,yes,1.40084327296158,103.913134667895,3700
2023-03,3-room,60.0,yes,1.29900941828595,103.852284903161,3300
2021-11,5 room,121.0,yes,1.34070811731138,103.744702329438,3450
2021-07,5 room,120.0,yes,1.28907506834277,103.815318433481,3400
2021-07,4 room,103.0,yes,1.3327954519622,103.911813210599,2150
2022-07,4-room,84.0,yes,1.42884941903143,103.847221024874,2000
2022-03,5-room,122.0,yes,1.38864259962865,103.903635505967,2750
2023-05,5-room,123.0,yes,1.33962601054461,103.744468840165,3050
2021-01,3 room,73.0,yes,1.34295232797122,103.689028795017,1650
2021-05,5 room,110.0,yes,1.38939756436216,103.888042664458,2000
2021-01,3 room,67.0,yes,1.43010019275338,103.833117595994,2000
2022-03,4-room,85.0,yes,1.30882069575537,103.852065291651,3150
2022-02,5-room,123.0,yes,1.37930897796883,103.745365161971,2850
2021-02,4 room,90.0,yes,1.3936550850698,103.890915195653,2400
2021-03,5 room,122.0,yes,1.4178225828294,103.839854472178,2300
2021-04,5 room,105.0,yes,1.32760704104366,103.859860478714,2500
2023-02,4-room,90.0,yes,1.39314109071501,103.895569385627,1600
2022-07,3-room,68.0,yes,1.38219867741921,103.841211533475,1700
2022-06,4-room,84.0,yes,1.33557619454702,103.911545779692,2950
2022-04,4-room,92.0,yes,1.30423592481834,103.76785339614,2200
2023-06,4-room,93.0,yes,1.40789778716346,103.897370752408,4050
2023-07,3-room,75.0,yes,1.35290528862856,103.952539174975,3250
2021-03,5 room,110.0,yes,1.39424037512497,103.894971589081,2250
2021-02,4 room,99.0,yes,1.34107201241895,103.736089674372,2300
2022-01,5-room,113.0,yes,1.45086077228911,103.819972769999,2600
2023-04,4-room,84.0,yes,1.3211155478057,103.941675526083,1800
2021-05,4 room,104.0,yes,1.34409760357644,103.696723900687,2000
2022-10,3-room,67.0,yes,1.41738913308934,103.832368535033,2050
2021-12,4 room,103.0,yes,1.28727739643389,103.810963565072,3050
2023-07,4-room,91.0,yes,1.34033241177285,103.737928007136,3350
2023-07,5-room,118.0,yes,1.4367617558598,103.793339992473,3550
2023-04,4-room,104.0,yes,1.34753519689194,103.951702776881,3150
2022-09,4-room,104.0,yes,1.39095082103226,103.743525069499,2850
2022-12,4-room,104.0,yes,1.36626989576509,103.898029449551,2600
2022-10,4-room,93.0,yes,1.37014137094094,103.897850263624,2950
2023-05,2-room,45.0,yes,1.33304293942699,103.924774154974,2100
2023-06,5-room,123.0,yes,1.36714920047941,103.954805267521,2500
2021-05,5 room,121.0,yes,1.37002545723867,103.89857229481,2600
2023-07,3-room,72.0,yes,1.32915899694507,103.886010316123,1800
2023-01,4-room,100.0,yes,1.35770234108772,103.959954453114,3150
2022-12,5-room,119.0,yes,1.35720282099768,103.96013948983,3650
2021-08,5 room,114.0,yes,1.30431042727382,103.862781478293,3150
2022-09,4-room,100.0,yes,1.33893635159463,103.742880903459,2750
2022-07,5-room,120.0,yes,1.34090157770535,103.746437082019,4200
2022-08,5-room,115.0,yes,1.2868576787328,103.832845909249,4100
2021-11,3 room,52.0,yes,1.32665458025622,103.886118963317,1600
2022-07,3-room,67.0,yes,1.32797407432231,103.937944117759,2000
2023-02,4-room,95.0,yes,1.39118065833884,103.874321610143,4200
2022-01,5-room,110.0,yes,1.39923478058822,103.904277542429,2100
2022-12,5-room,111.0,yes,1.42861439008497,103.794717960696,3800
2023-01,3-room,59.0,yes,1.32751177120151,103.942220384041,1700
2023-03,4-room,106.0,yes,1.3278904095167,103.72178882686,2100
2022-10,3-room,82.0,yes,1.43828189832914,103.778025758394,2100
2021-06,3 room,82.0,yes,1.36167030761833,103.851955453764,2050
2021-11,4 room,101.0,yes,1.31412254184755,103.764518594142,3050
2021-03,5 room,110.0,yes,1.3864692312008,103.895407767764,2600
2022-09,5-room,110.0,yes,1.39130624638809,103.908329711702,3550
2021-11,4 room,107.0,yes,1.37858807685121,103.838639699065,2200
2022-11,5-room,139.0,yes,1.35782945982904,103.888000813967,4600
2023-01,4-room,88.0,yes,1.3553398428091,103.837458614817,2600
2021-04,4 room,104.0,yes,1.38246992704217,103.747346083254,1950
2021-12,2 room,47.0,yes,1.3893584945611,103.910398123408,1800
2023-06,4-room,84.0,yes,1.43454219874646,103.842114172195,3550
2021-02,3 room,82.0,yes,1.34684614465939,103.725229988301,2000
2022-01,5-room,125.0,yes,1.31158107279643,103.771625045985,2700
2022-12,4-room,82.0,yes,1.29685311080014,103.853347534791,4100
2022-06,4-room,93.0,yes,1.33545353246777,103.863387980398,2750
2022-04,5-room,118.0,yes,1.27413297268021,103.809632649822,3050
2022-07,3-room,73.0,yes,1.27483128753685,103.810941368851,3050
2022-01,4-room,92.0,yes,1.37604113515339,103.748460043787,2600
2023-01,5-room,110.0,yes,1.38209501456331,103.880612695677,3450
2022-02,4-room,100.0,yes,1.37744576455109,103.88817797946,2600
2021-06,5 room,120.0,yes,1.38159642060888,103.763496336507,2600
2022-06,5-room,123.0,yes,1.34480692542205,103.956996641927,2850
2021-07,4 room,92.0,yes,1.32979984749858,103.933844368582,2950
2021-04,4 room,110.0,yes,1.37991383605328,103.740467037393,2100
2021-04,4 room,85.0,yes,1.39387119006256,103.897505975683,1900
2021-06,4 room,90.0,yes,1.27442604746069,103.839671514269,2800
2022-11,5-room,110.0,yes,1.39798109702858,103.900072468058,3150
2021-03,4 room,106.0,yes,1.33312018048815,103.866911289274,2200
2022-04,3-room,65.0,yes,1.31010302594118,103.788545950724,2050
2022-06,5-room,112.0,yes,1.38834821726981,103.873814853605,1900
2022-04,3-room,68.0,yes,1.32587565122354,103.932493035074,2350
2022-08,4-room,95.0,yes,1.39550060247735,103.914059779581,2350
2021-09,3 room,67.0,yes,1.34865945802076,103.753794578776,2500
2022-03,5-room,110.0,yes,1.29335856548885,103.808799765341,3050
2021-12,5 room,121.0,yes,1.44168228349553,103.785984689784,2750
2022-01,3-room,68.0,yes,1.30492724290307,103.763519401903,1700
2022-11,4-room,92.0,yes,1.38464244032973,103.897952220161,3050
2022-06,4-room,93.0,yes,1.3891946666414,103.873437402619,2950
2021-05,4 room,91.0,yes,1.42190178136628,103.838605643566,1450
2021-10,4 room,93.0,yes,1.40442051976244,103.907861033253,1950
2023-06,3-room,74.0,yes,1.35280486506653,103.951145711638,3150
2022-07,3-room,67.0,yes,1.36581960538764,103.857061606231,1900
2021-07,3 room,60.0,yes,1.29860886084679,103.852267043086,2500
2022-06,3-room,60.0,yes,1.29043486528791,103.803105948762,2400
2022-01,5-room,125.0,yes,1.34744620469093,103.692827944039,2750
2022-10,3-room,59.0,yes,1.28835977080873,103.827056911096,2400
2022-04,5-room,110.0,yes,1.39982443379455,103.915138951352,2400
2023-06,3-room,67.0,yes,1.31441982602285,103.766613472958,3800
2023-07,5-room,123.0,yes,1.3629698988553,103.954391828405,4600
2022-06,3-room,82.0,yes,1.37164990020956,103.843644176374,2500
